DAY,REGION,CUSTOMER_TYPE,ACTIVE_VPP_DEVICES,AVG_BATTERY_SOC_PCT,AVG_SOLAR_KW,NET_GRID_KWH,AVG_PRICE_EUR_MWH,TOTAL_CUSTOMER_MARGIN_EUR,TOTAL_EPOWER_MARGIN_EUR,TOTAL_NET_MARGIN_EUR
2026-04-16,West,Privatkunde,905,47.653130755,1.860211326,-54053.2,111.9196875,8437.5853,3616.2108,12053.7513
2026-04-17,East,Gewerbekunde,44,53.841856061,1.858323864,371.2,104.2253125,191.5149,82.0819,273.5846
2026-04-17,East,Kleingewerbe,151,53.755518764,1.816261038,1608,104.2253125,644.3662,276.1681,920.4984
2026-04-17,East,Privatkunde,613,53.905995106,1.870284802,4939.6,104.2253125,2725.9,1168.3008,3894.0627
2026-04-17,North,Gewerbekunde,67,54.060323383,1.91266791,567.6,104.2253125,295.4821,126.6401,422.1095
2026-04-17,North,Kleingewerbe,161,53.934782609,1.881438923,1500.4,104.2253125,705.8019,302.5012,1008.2589
2026-04-17,North,Privatkunde,686,53.905430029,1.862871113,6316.4,104.2253125,2970.5167,1273.1317,4243.5051
2026-04-17,South,Gewerbekunde,75,53.652222222,1.873133333,590.8,104.2253125,338.5692,145.11,483.6573
2026-04-17,South,Kleingewerbe,212,53.884630503,1.867266116,2472,104.2253125,883.4812,378.6498,1262.0818
2026-04-17,South,Privatkunde,835,53.975349301,1.863047904,7220.4,104.2253125,3647.9424,1563.4567,5211.199
2026-04-17,West,Gewerbekunde,79,53.904535865,1.852136076,422,104.2253125,361.2178,154.8104,516.0201
2026-04-17,West,Kleingewerbe,214,53.777258567,1.870580218,1957.2,104.2253125,922.487,395.3677,1317.8119
2026-04-17,West,Privatkunde,905,53.693278085,1.856133978,7999.6,104.2253125,3960.4338,1697.3989,5657.6241
2026-04-18,East,Gewerbekunde,44,59.981060606,1.905227273,3300,84.561666667,91.6142,39.268,130.8818
2026-04-18,East,Kleingewerbe,151,59.82312362,1.861995033,11624,84.561666667,308.1246,132.061,440.1888
2026-04-18,East,Privatkunde,613,59.708265362,1.857680805,45764.4,84.561666667,1328.758,569.5028,1898.2784
2026-04-18,North,Gewerbekunde,67,59.669154229,1.84068408,5096.4,84.561666667,136.6236,58.558,195.1849
2026-04-18,North,Kleingewerbe,161,59.893115942,1.842153209,12282.4,84.561666667,331.7136,142.1667,473.8877
2026-04-18,North,Privatkunde,686,59.663265306,1.84213982,50378.8,84.561666667,1541.899,660.8554,2202.7663
2026-04-18,South,Gewerbekunde,75,59.518888889,1.876027778,5741.6,84.561666667,155.8222,66.7873,222.6089
2026-04-18,South,Kleingewerbe,212,59.85043239,1.862897013,15858,84.561666667,445.4326,190.9079,636.3469
2026-04-18,South,Privatkunde,835,59.653592814,1.856472056,62795.2,84.561666667,1775.6159,761.0327,2536.6666
2026-04-18,West,Gewerbekunde,79,59.862341772,1.843343882,5786.4,84.561666667,180.708,77.4488,258.1544
2026-04-18,West,Kleingewerbe,214,59.722157321,1.85915109,15758,84.561666667,482.1938,206.6635,688.8564
2026-04-18,West,Privatkunde,905,59.867633517,1.861841621,67149.6,84.561666667,1972.1495,845.2566,2817.404
2026-04-19,East,Gewerbekunde,44,62.742424242,1.891467803,4931.2,80.018229167,-83.3505,-35.7258,-119.0695
2026-04-19,East,Kleingewerbe,151,62.722406181,1.880085541,16156.8,80.018229167,-255.6564,-109.5772,-365.2167
2026-04-19,East,Privatkunde,613,62.514342034,1.863213703,66233.2,80.018229167,-1039.5952,-445.5879,-1485.131
2026-04-19,North,Gewerbekunde,67,62.5789801,1.900746269,7306.8,80.018229167,-123.7623,-53.0461,-176.8022
2026-04-19,North,Kleingewerbe,161,62.634575569,1.869174431,17371.6,80.018229167,-275.2029,-117.9566,-393.1467
2026-04-19,North,Privatkunde,686,62.616192906,1.864871842,73831.2,80.018229167,-1169.4077,-501.2339,-1670.5801
2026-04-19,South,Gewerbekunde,75,62.847222222,1.842288889,8402,80.018229167,-147.58,-63.2463,-210.8218
2026-04-19,South,Kleingewerbe,212,62.43081761,1.834903695,22550,80.018229167,-340.324,-145.8622,-486.1762
2026-04-19,South,Privatkunde,835,62.647704591,1.862848303,90788.8,80.018229167,-1478.8628,-633.8629,-2112.683
2026-04-19,West,Gewerbekunde,79,62.687236287,1.858570675,8704.8,80.018229167,-146.9063,-62.9671,-209.8603
2026-04-19,West,Kleingewerbe,214,62.90771028,1.870482866,23073.6,80.018229167,-353.4087,-151.4677,-504.865
2026-04-19,West,Privatkunde,905,62.550552486,1.855834254,97378.8,80.018229167,-1532.7088,-656.9394,-2189.5886
2026-04-20,East,Gewerbekunde,44,57.104166667,1.890047348,1819.6,97.300208333,-2.416,-1.0342,-3.4514
2026-04-20,East,Kleingewerbe,151,56.505518764,1.887152318,6618.8,97.300208333,-30.2632,-12.9538,-43.254
2026-04-20,East,Privatkunde,613,56.730220228,1.857372213,25972.8,97.300208333,-66.3204,-28.4007,-94.7985
2026-04-20,North,Gewerbekunde,67,56.629975124,1.818787313,2990,97.300208333,-16.1168,-6.9043,-23.0295
2026-04-20,North,Kleingewerbe,161,56.527691511,1.843605072,6756.8,97.300208333,-16.9051,-7.2352,-24.1598
2026-04-20,North,Privatkunde,686,56.70632896,1.874475826,29142.4,97.300208333,-82.9743,-35.5332,-118.5887
2026-04-20,South,Gewerbekunde,75,56.801111111,1.870544444,3091.6,97.300208333,-4.3499,-1.8635,-6.2217
2026-04-20,South,Kleingewerbe,212,56.638954403,1.857340802,8986,97.300208333,-22.175,-9.5002,-31.7101
2026-04-20,South,Privatkunde,835,56.725848303,1.873894711,35666.4,97.300208333,-98.1916,-42.0537,-140.374
2026-04-20,West,Gewerbekunde,79,56.607067511,1.815617089,3099.6,97.300208333,5.9076,2.5372,8.432
2026-04-20,West,Kleingewerbe,214,56.743574766,1.88166472,8711.2,97.300208333,6.3219,2.7096,9.0002
2026-04-20,West,Privatkunde,905,56.795718232,1.876970994,37353.6,97.300208333,-18.7418,-7.9859,-26.8485
2026-04-21,East,Gewerbekunde,44,59.796401515,1.8840625,3519.6,83.136354167,95.0404,40.7351,135.769
2026-04-21,East,Kleingewerbe,151,59.94205298,1.829169426,11828,83.136354167,347.2334,148.8144,496.0337
2026-04-21,East,Privatkunde,613,60.148178358,1.840774878,48235.2,83.136354167,1388.4546,595.0265,1983.4355
2026-04-21,North,Gewerbekunde,67,60.154850746,1.841144279,5244.4,83.136354167,152.9916,65.563,218.5502
2026-04-21,North,Kleingewerbe,161,60.201863354,1.907575052,12817.6,83.136354167,358.6135,153.6893,512.2869
2026-04-21,North,Privatkunde,686,60.080235666,1.865555758,54326.4,83.136354167,1514.5194,649.0444,2163.5173
2026-04-21,South,Gewerbekunde,75,60.176111111,1.869505556,5948.4,83.136354167,170.0315,72.8714,242.8908
2026-04-21,South,Kleingewerbe,212,60.293828616,1.870886399,16891.6,83.136354167,471.9276,202.2433,674.165
2026-04-21,South,Privatkunde,835,60.175598802,1.847224052,66470.8,83.136354167,1869.2476,801.0882,2670.2792
2026-04-21,West,Gewerbekunde,79,60.033227848,1.871350211,6532.8,83.136354167,162.9397,69.8314,232.7659
2026-04-21,West,Kleingewerbe,214,59.996495327,1.880969626,17068.8,83.136354167,465.8238,199.6356,665.4529
2026-04-21,West,Privatkunde,905,60.130110497,1.850167127,71381.2,83.136354167,2028.3236,869.2549,2897.5037
2026-04-22,East,Gewerbekunde,44,60.609848485,1.874744318,3750.4,78.106354167,197.8897,84.8095,282.6976
2026-04-22,East,Kleingewerbe,151,60.78807947,1.862505519,12666.4,78.106354167,699.9845,299.9943,999.9709
2026-04-22,East,Privatkunde,613,60.82374932,1.872701196,51436.8,78.106354167,2860.8048,1226.0801,4086.8582
2026-04-22,North,Gewerbekunde,67,60.907338308,1.917699005,5637.6,78.106354167,308.676,132.2893,440.9611
2026-04-22,North,Kleingewerbe,161,60.526656315,1.885504658,13462.8,78.106354167,746.4842,319.9214,1066.3983
2026-04-22,North,Privatkunde,686,60.725947522,1.868890306,59107.2,78.106354167,3064.0279,1313.1783,4377.1647
2026-04-22,South,Gewerbekunde,75,60.78,1.836166667,6608.8,78.106354167,327.5406,140.3761,467.9215
2026-04-22,South,Kleingewerbe,212,60.58490566,1.866077044,17610,78.106354167,996.2351,426.9636,1423.192
2026-04-22,South,Privatkunde,835,60.626297405,1.843196108,71216.8,78.106354167,3779.6119,1619.8539,5399.4126
2026-04-22,West,Gewerbekunde,79,60.687763713,1.903649789,6525.6,78.106354167,376.5956,161.4049,537.994
2026-04-22,West,Kleingewerbe,214,60.689252336,1.84303933,18283.6,78.106354167,965.1192,413.6299,1378.736
2026-04-22,West,Privatkunde,905,60.668093923,1.843911142,76726,78.106354167,4178.728,1790.8985,5969.576
2026-04-23,East,Gewerbekunde,44,66.130681818,1.92313447,6374,64.413125,66.3227,28.4227,94.7461
2026-04-23,East,Kleingewerbe,151,66.026766004,1.875797461,21710.8,64.413125,223.3264,95.7092,319.0422
2026-04-23,East,Privatkunde,613,66.14906199,1.857156743,89013.2,64.413125,860.8675,368.9384,1229.8126
2026-04-23,North,Gewerbekunde,67,66.016169154,1.79034204,9805.2,64.413125,83.5066,35.7912,119.2996
2026-04-23,North,Kleingewerbe,161,66.229296066,1.869940476,23288,64.413125,234.9531,100.6891,335.655
2026-04-23,North,Privatkunde,686,66.053875121,1.870207119,100420.4,64.413125,905.1539,387.9264,1293.0942
2026-04-23,South,Gewerbekunde,75,65.943888889,1.867261111,10806,64.413125,110.273,47.261,157.5353
2026-04-23,South,Kleingewerbe,212,66.037342767,1.891112421,30970.4,64.413125,281.5761,120.6782,402.2653
2026-04-23,South,Privatkunde,835,66.092315369,1.860350299,120612.4,64.413125,1220.0085,522.8698,1742.9162
2026-04-23,West,Gewerbekunde,79,66.037447257,1.844947257,11304.8,64.413125,122.614,52.5492,175.1578
2026-04-23,West,Kleingewerbe,214,65.93652648,1.837708333,31040.8,64.413125,302.3871,129.5977,431.9962
2026-04-23,West,Privatkunde,905,66.095349908,1.873365562,130996,64.413125,1274.5705,546.2376,1820.8378
2026-04-24,East,Gewerbekunde,44,59.34280303,1.81874053,2918,75.842395833,276.379,118.4463,394.8296
2026-04-24,East,Kleingewerbe,151,59.309326711,1.837028146,10516.8,75.842395833,911,390.4416,1301.4467
2026-04-24,East,Privatkunde,613,59.373912452,1.855142741,42645.6,75.842395833,3722.7217,1595.5167,5318.2465
2026-04-24,North,Gewerbekunde,67,59.486318408,1.859048507,4327.2,75.842395833,430.8571,184.6594,615.511
2026-04-24,North,Kleingewerbe,161,59.37189441,1.858504141,11123.2,75.842395833,970.8512,416.1004,1386.942
2026-04-24,North,Privatkunde,686,59.32276482,1.875181608,48301.2,75.842395833,4113.9876,1763.2036,5877.1933
2026-04-24,South,Gewerbekunde,75,59.741111111,1.884177778,5135.2,75.842395833,459.8958,197.1075,657.0046
2026-04-24,South,Kleingewerbe,212,59.344339623,1.87583923,14279.6,75.842395833,1320.4582,565.9246,1886.3831
2026-04-24,South,Privatkunde,835,59.327644711,1.869219561,57090.8,75.842395833,5124.495,2196.2829,7320.7991
2026-04-24,West,Gewerbekunde,79,59.616561181,1.837025316,5606.8,75.842395833,469.5776,201.2583,670.8343
2026-04-24,West,Kleingewerbe,214,59.391549844,1.837373442,14929.2,75.842395833,1304.3963,559.0505,1863.4468
2026-04-24,West,Privatkunde,905,59.310267035,1.861178637,61904,75.842395833,5582.7831,2392.7077,7975.5048
2026-04-25,East,Gewerbekunde,44,71.216856061,1.872537879,8896.8,14.7490625,308.2522,132.1097,440.3663
2026-04-25,East,Kleingewerbe,151,71.390728477,1.863148455,30829.2,14.7490625,1043.0998,447.0417,1490.1674
2026-04-25,East,Privatkunde,613,71.289151713,1.859739668,125638,14.7490625,4221.5266,1809.2265,6030.828
2026-04-25,North,Gewerbekunde,67,71.520522388,1.859776119,13539.2,14.7490625,464.2207,198.951,663.1827
2026-04-25,North,Kleingewerbe,161,71.349120083,1.851982402,32635.2,14.7490625,1128.4759,483.6363,1612.1316
2026-04-25,North,Privatkunde,686,71.416848882,1.854084062,140552,14.7490625,4752.3612,2036.7161,6789.1635
2026-04-25,South,Gewerbekunde,75,71.543888889,1.878511111,15280.8,14.7490625,522.8227,224.0652,746.899
2026-04-25,South,Kleingewerbe,212,71.405267296,1.854025157,43235.2,14.7490625,1470.056,630.016,2100.1002
2026-04-25,South,Privatkunde,835,71.304291417,1.869347804,170196.8,14.7490625,5799.9411,2485.6823,8285.7439
2026-04-25,West,Gewerbekunde,79,71.569092827,1.892051688,16010.4,14.7490625,554.9701,237.8425,792.8268
2026-04-25,West,Kleingewerbe,214,71.25097352,1.851647196,43618.4,14.7490625,1475.7748,632.4764,2108.2903
2026-04-25,West,Privatkunde,905,71.365699816,1.863200276,184725.6,14.7490625,6253.8304,2680.1827,8934.1626
2026-04-26,East,Gewerbekunde,44,65.215909091,1.845426136,5970.4,5.836979167,918.125,393.4923,1311.6154
2026-04-26,East,Kleingewerbe,151,64.804083885,1.869183223,19509.2,5.836979167,3193.743,1368.7668,4562.507
2026-04-26,East,Privatkunde,613,64.888186514,1.862450381,80251.2,5.836979167,12938.6786,5545.2506,18483.9216
2026-04-26,North,Gewerbekunde,67,64.69340796,1.926871891,8931.6,5.836979167,1405.6064,602.4172,2008.0258
2026-04-26,North,Kleingewerbe,161,64.877329193,1.873338509,20780.8,5.836979167,3395.4213,1455.2097,4850.6255
2026-04-26,North,Privatkunde,686,64.90840622,1.875074101,89325.2,5.836979167,14465.1652,6199.4909,20664.6392
2026-04-26,South,Gewerbekunde,75,65.076111111,1.874822222,9879.2,5.836979167,1570.4357,673.0558,2243.4874
2026-04-26,South,Kleingewerbe,212,64.96206761,1.882916667,27809.2,5.836979167,4440.3589,1903.0486,6343.4165
2026-04-26,South,Privatkunde,835,64.829690619,1.857887226,109898.4,5.836979167,17482.0502,7492.4431,24974.4713
2026-04-26,West,Gewerbekunde,79,64.811708861,1.847336498,10368.4,5.836979167,1663.695,713.0264,2376.717
2026-04-26,West,Kleingewerbe,214,65.021028037,1.866020249,28478,5.836979167,4460.8316,1911.8255,6372.6592
2026-04-26,West,Privatkunde,905,64.820994475,1.867498619,117662,5.836979167,19118.6307,8193.865,27312.4604
2026-04-27,East,Gewerbekunde,44,55.880681818,1.929166667,1554,97.8584375,278.0482,119.1635,397.2142
2026-04-27,East,Kleingewerbe,151,56.104856512,1.892105408,4649.6,97.8584375,1011.8927,433.6806,1445.5698
2026-04-27,East,Privatkunde,613,56.045812942,1.878656879,19999.6,97.8584375,4006.0717,1716.9117,5722.9889
2026-04-27,North,Gewerbekunde,67,56.246890547,1.824539801,2061.2,97.8584375,442.944,189.8409,632.7764
2026-04-27,North,Kleingewerbe,161,56.120082816,1.893310041,5440.4,97.8584375,1035.7834,443.9125,1479.692
2026-04-27,North,Privatkunde,686,56.073736638,1.857630588,22433.2,97.8584375,4449.8944,1907.1224,6357.0138
2026-04-27,South,Gewerbekunde,75,56.045555556,1.843483333,2833.6,97.8584375,458.9361,196.6873,655.6263
2026-04-27,South,Kleingewerbe,212,55.875196541,1.823280267,7093.2,97.8584375,1367.9762,586.2813,1954.2531
2026-04-27,South,Privatkunde,835,56.132285429,1.861432635,27728.8,97.8584375,5414.0829,2320.3614,7734.458
2026-04-27,West,Gewerbekunde,79,56.200421941,1.866993671,2673.6,97.8584375,501.8761,215.0923,716.9651
2026-04-27,West,Kleingewerbe,214,56.055490654,1.867470794,7278.8,97.8584375,1373.448,588.627,1962.076
2026-04-27,West,Privatkunde,905,56.07412523,1.856510129,30082.8,97.8584375,5859.9277,2511.4267,8371.3797
2026-04-28,East,Gewerbekunde,44,65.959280303,1.886657197,6578,69.618854167,-36.2004,-15.5134,-51.7109
2026-04-28,East,Kleingewerbe,151,65.978476821,1.808681015,21473.6,69.618854167,-71.0681,-30.4501,-101.5203
2026-04-28,East,Privatkunde,613,65.918705818,1.859607803,87458.8,69.618854167,-270.7956,-116.0247,-386.841
2026-04-28,North,Gewerbekunde,67,66.188432836,1.905024876,9757.6,69.618854167,-42.1898,-18.0785,-60.2627
2026-04-28,North,Kleingewerbe,161,65.9686853,1.895450311,23272.4,69.618854167,-96.4605,-41.3371,-137.8015
2026-04-28,North,Privatkunde,686,65.89984208,1.86346878,98951.2,69.618854167,-400.0329,-171.4253,-571.4658
2026-04-28,South,Gewerbekunde,75,65.784444444,1.926244444,10885.2,69.618854167,-52.9144,-22.6759,-75.5854
2026-04-28,South,Kleingewerbe,212,65.825668239,1.886645047,30261.2,69.618854167,-97.0627,-41.591,-138.6516
2026-04-28,South,Privatkunde,835,65.838173653,1.853861277,120140.4,69.618854167,-482.5111,-206.7624,-689.2848
2026-04-28,West,Gewerbekunde,79,65.943037975,1.854530591,11377.2,69.618854167,-44.4771,-19.0614,-63.5344
2026-04-28,West,Kleingewerbe,214,65.763045171,1.868670171,30582.8,69.618854167,-108.7373,-46.5991,-155.3356
2026-04-28,West,Privatkunde,905,65.968830571,1.870381215,130775.2,69.618854167,-549.4238,-235.4229,-784.8823
2026-04-29,East,Gewerbekunde,44,64.609848485,1.875198864,5710,65.586770833,159.5288,68.3699,227.9001
2026-04-29,East,Kleingewerbe,151,64.818984547,1.889122517,19539.2,65.586770833,537.3397,230.298,767.6461
2026-04-29,East,Privatkunde,613,64.817699837,1.85555261,79375.2,65.586770833,2187.1029,937.3649,3124.5221
2026-04-29,North,Gewerbekunde,67,64.549129353,1.892064677,8968.8,65.586770833,217.9012,93.386,311.2984
2026-04-29,North,Kleingewerbe,161,64.623964803,1.832644928,20919.2,65.586770833,571.9192,245.1161,817.0401
2026-04-29,North,Privatkunde,686,64.74914966,1.837348761,88860.4,65.586770833,2433.1697,1042.8201,3476.0409
